store_id,sku_id,on_hand,lead_time_days,projected_avg_daily_sales,days_of_cover,risk_level
11,100076,17,4,8.973307876,1.894507603,High (Stockout Imminent)
13,100093,19,3,10.01172988,1.897773933,High (Stockout Imminent)
3,100093,19,4,10.00991712,1.898117613,High (Stockout Imminent)
12,100080,19,2,10.0071709,1.898638505,High (Stockout Imminent)
7,100030,20,2,10.51840092,1.901429708,High (Stockout Imminent)
12,100044,19,4,9.992266833,1.901470439,High (Stockout Imminent)
19,100049,20,3,10.50506736,1.903843099,High (Stockout Imminent)
11,100037,17,5,8.926995555,1.904336111,High (Stockout Imminent)
12,100022,19,4,9.959581457,1.907710689,High (Stockout Imminent)
17,100059,20,3,10.47315463,1.909644296,High (Stockout Imminent)
8,100089,16,3,8.363444493,1.913087367,High (Stockout Imminent)
15,100041,18,3,9.40703657,1.913461255,High (Stockout Imminent)
12,100073,19,3,9.894001039,1.920355569,High (Stockout Imminent)
19,100069,20,4,10.41083596,1.921075317,High (Stockout Imminent)
19,100063,20,5,10.39788862,1.923467421,High (Stockout Imminent)
15,100050,18,2,9.34925513,1.925287068,High (Stockout Imminent)
5,100081,17,3,8.821916098,1.927019007,High (Stockout Imminent)
5,100023,17,4,8.812189468,1.929145993,High (Stockout Imminent)
5,100118,17,4,8.805145068,1.930689372,High (Stockout Imminent)
1,100105,23,4,11.9073677,1.931577204,High (Stockout Imminent)
19,100001,20,3,10.34429019,1.933433771,High (Stockout Imminent)
5,100000,17,3,8.791459241,1.933694912,High (Stockout Imminent)
14,100040,19,5,9.82440785,1.933958798,High (Stockout Imminent)
5,100043,17,4,8.771320252,1.938134683,High (Stockout Imminent)
9,100085,21,3,10.82438989,1.940063155,High (Stockout Imminent)
8,100101,16,3,8.238693608,1.942055472,High (Stockout Imminent)
1,100025,24,2,12.33774321,1.945250407,High (Stockout Imminent)
9,100105,21,5,10.78957575,1.946323052,High (Stockout Imminent)
8,100100,16,5,8.216418976,1.947320365,High (Stockout Imminent)
2,100080,18,4,9.224196894,1.951389395,High (Stockout Imminent)
17,100089,20,2,10.24271728,1.952606858,High (Stockout Imminent)
17,100096,20,5,10.23664476,1.953765172,High (Stockout Imminent)
3,100011,20,3,10.2279543,1.955425241,High (Stockout Imminent)
16,100116,17,5,8.681252668,1.958242739,High (Stockout Imminent)
13,100012,20,3,10.2043171,1.959954772,High (Stockout Imminent)
12,100105,20,3,10.19932064,1.960914919,High (Stockout Imminent)
13,100021,20,3,10.17260867,1.966064031,High (Stockout Imminent)
6,100055,20,4,10.16388215,1.967752056,High (Stockout Imminent)
4,100020,20,3,10.15230885,1.969995229,High (Stockout Imminent)
13,100044,20,5,10.14911581,1.970615014,High (Stockout Imminent)
6,100113,20,3,10.14618124,1.971184973,High (Stockout Imminent)
1,100041,24,2,12.16335552,1.973139728,High (Stockout Imminent)
2,100032,18,4,9.121677019,1.973321349,High (Stockout Imminent)
3,100069,20,4,10.10912647,1.978410307,High (Stockout Imminent)
11,100100,18,4,9.078667841,1.982669739,High (Stockout Imminent)
18,100088,21,3,10.57729522,1.985384691,High (Stockout Imminent)
6,100114,20,3,10.07088456,1.985922872,High (Stockout Imminent)
18,100010,21,3,10.5639145,1.987899466,High (Stockout Imminent)
4,100023,20,4,10.05040599,1.989969362,High (Stockout Imminent)
15,100042,19,2,9.54318638,1.990949275,High (Stockout Imminent)
20,100075,17,5,8.532325743,1.992422759,High (Stockout Imminent)
11,100039,18,2,9.027187445,1.993976541,High (Stockout Imminent)
4,100029,20,4,10.02787669,1.994440162,High (Stockout Imminent)
6,100104,20,5,10.02517864,1.99497692,High (Stockout Imminent)
15,100010,19,4,9.521249019,1.995536506,High (Stockout Imminent)
10,100006,22,3,11.0239766,1.995650099,High (Stockout Imminent)
19,100076,21,4,10.50752828,1.998567069,High (Stockout Imminent)
1,100073,24,3,12.00859387,1.998568713,High (Stockout Imminent)
14,100082,20,3,9.991992212,2.001602841,High (Stockout Imminent)
11,100101,18,4,8.992433965,2.001682756,High (Stockout Imminent)
12,100031,20,3,9.98821934,2.002358911,High (Stockout Imminent)
10,100058,22,4,10.97264114,2.004986742,High (Stockout Imminent)
10,100057,22,3,10.97058932,2.005361732,High (Stockout Imminent)
1,100008,24,5,11.95115508,2.008174093,High (Stockout Imminent)
15,100007,19,5,9.453621232,2.009811852,High (Stockout Imminent)
4,100066,20,4,9.949999063,2.01005044,High (Stockout Imminent)
1,100005,24,5,11.9365578,2.010629899,High (Stockout Imminent)
18,100058,21,5,10.40584801,2.018095976,High (Stockout Imminent)
19,100053,21,5,10.39284471,2.020620974,High (Stockout Imminent)
14,100084,20,3,9.887376606,2.022781249,High (Stockout Imminent)
12,100095,20,5,9.877299484,2.024844952,High (Stockout Imminent)
15,100089,19,4,9.380806654,2.025412174,High (Stockout Imminent)
8,100060,17,4,8.386572259,2.027049845,High (Stockout Imminent)
10,100009,22,5,10.8284224,2.031690231,High (Stockout Imminent)
8,100064,17,4,8.361092915,2.033227016,High (Stockout Imminent)
10,100096,22,4,10.80127989,2.036795659,High (Stockout Imminent)
5,100036,18,3,8.82883248,2.038774667,High (Stockout Imminent)
3,100059,21,5,10.29125379,2.040567693,High (Stockout Imminent)
5,100002,18,3,8.812397995,2.042576834,High (Stockout Imminent)
9,100039,22,4,10.76978765,2.042751512,High (Stockout Imminent)
14,100114,20,3,9.785904907,2.043755809,High (Stockout Imminent)
3,100100,21,4,10.25037391,2.048705753,High (Stockout Imminent)
5,100101,18,3,8.785647736,2.048796007,High (Stockout Imminent)
9,100011,22,4,10.72223568,2.051810897,High (Stockout Imminent)
5,100026,18,3,8.755527169,2.055844229,High (Stockout Imminent)
17,100103,21,3,10.21401003,2.055999548,High (Stockout Imminent)
3,100002,21,5,10.21340245,2.056121856,High (Stockout Imminent)
5,100097,18,4,8.749556553,2.057247118,High (Stockout Imminent)
13,100084,21,3,10.20461099,2.057893243,High (Stockout Imminent)
5,100050,18,4,8.708443948,2.066959391,High (Stockout Imminent)
13,100074,21,4,10.15461755,2.068024708,High (Stockout Imminent)
4,100077,21,5,10.1406663,2.07086984,High (Stockout Imminent)
12,100087,21,4,10.10786709,2.077589646,High (Stockout Imminent)
4,100043,21,3,10.04580243,2.090425343,High (Stockout Imminent)
10,100017,23,5,10.98359167,2.094032689,High (Stockout Imminent)
20,100065,18,5,8.560572074,2.102663215,High (Stockout Imminent)
16,100092,18,4,8.553247593,2.104463808,High (Stockout Imminent)
16,100067,18,4,8.551822914,2.104814398,High (Stockout Imminent)
2,100048,19,4,9.004811424,2.109983108,High (Stockout Imminent)
11,100032,19,4,9.003614614,2.110263579,High (Stockout Imminent)
6,100010,22,5,10.40804953,2.113748588,High (Stockout Imminent)
16,100066,18,5,8.500084441,2.117626022,High (Stockout Imminent)
4,100050,21,4,9.914779545,2.11805012,High (Stockout Imminent)
3,100105,22,5,10.3851685,2.118405687,High (Stockout Imminent)
11,100092,19,3,8.968900869,2.118431263,High (Stockout Imminent)
10,100016,23,3,10.82091311,2.125513787,High (Stockout Imminent)
12,100099,21,5,9.851423139,2.131671709,High (Stockout Imminent)
8,100059,18,5,8.443509342,2.131815016,High (Stockout Imminent)
9,100091,23,5,10.77417097,2.134735013,High (Stockout Imminent)
14,100079,21,5,9.811685182,2.140305117,High (Stockout Imminent)
9,100070,23,3,10.71942043,2.145638391,High (Stockout Imminent)
14,100061,21,4,9.762749046,2.151033474,High (Stockout Imminent)
18,100078,22,5,10.19172013,2.158615006,High (Stockout Imminent)
5,100001,19,4,8.787814066,2.162084889,High (Stockout Imminent)
4,100027,22,3,10.17216932,2.162763843,High (Stockout Imminent)
17,100094,22,3,10.15236055,2.166983718,High (Stockout Imminent)
5,100094,19,3,8.767857283,2.167006075,High (Stockout Imminent)
1,100069,26,3,11.99092077,2.168307214,High (Stockout Imminent)
12,100038,22,4,10.13682577,2.170304639,High (Stockout Imminent)
3,100014,22,4,10.13330859,2.171057932,High (Stockout Imminent)
4,100058,22,3,10.13271227,2.171185702,High (Stockout Imminent)
7,100108,22,3,10.1262047,2.172581006,High (Stockout Imminent)
19,100058,23,5,10.58055768,2.173798461,High (Stockout Imminent)
6,100003,22,4,10.11058123,2.175938207,High (Stockout Imminent)
9,100087,24,3,10.98568511,2.184661199,High (Stockout Imminent)
16,100057,19,5,8.695928304,2.184930618,High (Stockout Imminent)
6,100103,22,3,10.06679951,2.185401625,High (Stockout Imminent)
4,100034,22,5,10.04506922,2.190129259,High (Stockout Imminent)
3,100095,22,3,10.02500417,2.194512803,High (Stockout Imminent)
2,100043,20,5,9.110961927,2.195157894,High (Stockout Imminent)
3,100099,22,5,10.01158236,2.197454828,High (Stockout Imminent)
8,100110,18,5,8.185410004,2.199034623,High (Stockout Imminent)
4,100089,22,4,9.990211017,2.202155686,High (Stockout Imminent)
18,100017,23,5,10.44356154,2.202313828,High (Stockout Imminent)
6,100037,22,5,9.989284507,2.202359937,High (Stockout Imminent)
20,100097,19,3,8.57465555,2.215832448,High (Stockout Imminent)
1,100058,27,4,12.18169087,2.216441074,High (Stockout Imminent)
11,100012,20,3,9.003645499,2.221322464,High (Stockout Imminent)
9,100072,24,3,10.79688417,2.222863524,High (Stockout Imminent)
11,100040,20,3,8.993881894,2.223733893,High (Stockout Imminent)
18,100085,23,5,10.33003404,2.226517348,High (Stockout Imminent)
10,100110,24,4,10.7743,2.227522901,High (Stockout Imminent)
16,100108,19,5,8.527147687,2.228177662,High (Stockout Imminent)
11,100050,20,3,8.956495223,2.23301632,High (Stockout Imminent)
12,100115,22,4,9.849177856,2.233688976,High (Stockout Imminent)
20,100083,19,5,8.504995618,2.233981163,High (Stockout Imminent)
18,100070,23,3,10.28519255,2.236224542,High (Stockout Imminent)
13,100017,23,3,10.26028478,2.241653179,High (Stockout Imminent)
9,100075,24,5,10.68944255,2.245205948,High (Stockout Imminent)
15,100115,21,4,9.351253024,2.245688353,High (Stockout Imminent)
6,100002,23,3,10.22704091,2.248939864,High (Stockout Imminent)
3,100049,23,5,10.19561185,2.255872461,High (Stockout Imminent)
4,100059,23,4,10.18625039,2.257945675,High (Stockout Imminent)
17,100111,23,3,10.1694743,2.261670497,High (Stockout Imminent)
2,100088,21,5,9.267761825,2.265919258,High (Stockout Imminent)
7,100031,23,5,10.14716597,2.266642731,High (Stockout Imminent)
3,100101,23,3,10.12128344,2.272439076,High (Stockout Imminent)
20,100035,20,3,8.785105141,2.276580608,High (Stockout Imminent)
6,100081,23,4,10.10142379,2.27690675,High (Stockout Imminent)
11,100059,21,3,9.222295191,2.277090417,High (Stockout Imminent)
7,100047,23,4,10.07279655,2.283377797,High (Stockout Imminent)
2,100103,21,3,9.145854438,2.296122264,High (Stockout Imminent)
9,100057,25,3,10.88773522,2.296161645,High (Stockout Imminent)
4,100113,23,4,10.01283972,2.297050651,High (Stockout Imminent)
12,100098,23,5,10.00894101,2.297945404,High (Stockout Imminent)
8,100051,19,3,8.260144258,2.300201959,High (Stockout Imminent)
12,100085,23,4,9.994497715,2.301266222,High (Stockout Imminent)
3,100026,23,5,9.99234851,2.30176119,High (Stockout Imminent)
1,100109,28,4,12.12902652,2.308511731,High (Stockout Imminent)
4,100099,23,5,9.944286338,2.312885934,High (Stockout Imminent)
13,100010,24,4,10.36930436,2.314523633,High (Stockout Imminent)
10,100081,25,4,10.78756384,2.317483388,High (Stockout Imminent)
19,100078,24,5,10.35124422,2.318561855,High (Stockout Imminent)
4,100037,23,3,9.895107543,2.324381003,High (Stockout Imminent)
19,100037,24,3,10.31797847,2.326037029,High (Stockout Imminent)
15,100096,22,5,9.444805772,2.329322649,High (Stockout Imminent)
15,100114,22,3,9.441851127,2.330051566,High (Stockout Imminent)
13,100082,24,3,10.29557568,2.331098401,High (Stockout Imminent)
8,100090,19,3,8.147840891,2.331906115,High (Stockout Imminent)
9,100096,25,3,10.71964807,2.332166116,High (Stockout Imminent)
20,100109,20,5,8.568488416,2.334133984,High (Stockout Imminent)
16,100056,20,3,8.567297254,2.334458512,High (Stockout Imminent)
9,100109,25,5,10.70010393,2.336425904,High (Stockout Imminent)
10,100106,25,5,10.69928708,2.33660428,High (Stockout Imminent)
9,100076,25,5,10.68818644,2.339031054,High (Stockout Imminent)
16,100044,20,3,8.539919629,2.341942415,High (Stockout Imminent)
11,100043,21,5,8.962720049,2.343038708,High (Stockout Imminent)
7,100064,24,4,10.23033388,2.34596449,High (Stockout Imminent)
14,100041,23,3,9.799050871,2.347166098,High (Stockout Imminent)
6,100006,24,5,10.21851017,2.348678975,High (Stockout Imminent)
17,100029,24,5,10.20959769,2.350729258,High (Stockout Imminent)
11,100003,21,3,8.920584699,2.35410578,High (Stockout Imminent)
14,100033,24,5,10.16169321,2.361811118,High (Stockout Imminent)
2,100038,22,5,9.300974479,2.365343551,High (Stockout Imminent)
13,100109,24,4,10.1401281,2.366834006,High (Stockout Imminent)
6,100044,24,5,10.13590456,2.367820244,High (Stockout Imminent)
7,100076,24,5,10.12150263,2.371189425,High (Stockout Imminent)
14,100105,24,4,10.08948262,2.378714638,High (Stockout Imminent)
12,100045,24,3,10.08190219,2.380503159,High (Stockout Imminent)
19,100039,25,4,10.49572673,2.38192177,High (Stockout Imminent)
4,100101,24,5,10.05203871,2.387575366,High (Stockout Imminent)
19,100048,25,4,10.46888452,2.388029016,High (Stockout Imminent)
1,100052,29,3,12.13537411,2.389707951,High (Stockout Imminent)
6,100016,24,4,10.02122846,2.394915962,High (Stockout Imminent)
5,100106,21,5,8.763892166,2.396195617,High (Stockout Imminent)
12,100078,24,5,9.993211683,2.401630303,High (Stockout Imminent)
5,100104,21,3,8.729794785,2.405554829,High (Stockout Imminent)
15,100087,23,4,9.531115594,2.413148783,High (Stockout Imminent)
17,100000,25,5,10.35478056,2.414343775,High (Stockout Imminent)
10,100075,26,3,10.75794412,2.416818651,High (Stockout Imminent)
19,100026,25,5,10.33184211,2.419704032,High (Stockout Imminent)
17,100049,25,5,10.31822224,2.422897997,High (Stockout Imminent)
15,100107,23,3,9.484503108,2.425008431,High (Stockout Imminent)
15,100058,23,3,9.475440863,2.427327692,High (Stockout Imminent)
9,100081,26,3,10.70980587,2.427681727,High (Stockout Imminent)
9,100056,26,3,10.70878055,2.427914166,High (Stockout Imminent)
10,100060,27,3,11.11307068,2.429571517,High (Stockout Imminent)
17,100021,25,5,10.26544983,2.435353581,High (Stockout Imminent)
18,100110,25,5,10.2607563,2.436467574,High (Stockout Imminent)
10,100095,26,3,10.67088075,2.436537397,High (Stockout Imminent)
20,100064,21,4,8.614979445,2.437614638,High (Stockout Imminent)
15,100008,23,4,9.432676667,2.43833228,High (Stockout Imminent)
2,100046,22,5,9.020924778,2.438774354,High (Stockout Imminent)
8,100014,20,3,8.195745046,2.440290649,High (Stockout Imminent)
11,100108,22,4,9.001120562,2.444140132,High (Stockout Imminent)
5,100060,22,4,8.994595207,2.445913295,High (Stockout Imminent)
14,100034,24,5,9.806460238,2.447366268,High (Stockout Imminent)
20,100069,21,5,8.570450666,2.45027955,High (Stockout Imminent)
13,100117,25,4,10.20135036,2.450655954,High (Stockout Imminent)
16,100109,21,4,8.56627709,2.45147335,High (Stockout Imminent)
20,100107,21,4,8.563326841,2.452317935,High (Stockout Imminent)
16,100102,21,3,8.558664109,2.45365395,High (Stockout Imminent)
1,100107,30,5,12.22509777,2.453968104,High (Stockout Imminent)
7,100080,25,5,10.18618304,2.454305002,High (Stockout Imminent)
2,100105,23,5,9.363033926,2.456468724,High (Stockout Imminent)
7,100051,25,4,10.17266628,2.457566119,High (Stockout Imminent)
16,100047,21,4,8.539340719,2.459206242,High (Stockout Imminent)
10,100100,27,3,10.96841191,2.461614335,High (Stockout Imminent)
17,100099,25,4,10.12584015,2.468930937,High (Stockout Imminent)
8,100027,21,5,8.49177615,2.472980873,High (Stockout Imminent)
4,100080,25,3,10.10396167,2.474277004,High (Stockout Imminent)
10,100034,27,4,10.91155311,2.474441514,High (Stockout Imminent)
1,100032,30,4,12.11785518,2.475685635,High (Stockout Imminent)
3,100107,25,3,10.08519634,2.478880841,High (Stockout Imminent)
5,100071,22,5,8.869849655,2.480312616,High (Stockout Imminent)
13,100060,26,4,10.47686866,2.48165753,High (Stockout Imminent)
6,100005,25,5,10.06915671,2.482829569,High (Stockout Imminent)
4,100014,25,5,10.06819113,2.483067682,High (Stockout Imminent)
9,100017,27,4,10.87109005,2.483651582,High (Stockout Imminent)
5,100045,22,3,8.857113513,2.483879197,High (Stockout Imminent)
5,100116,22,5,8.854261891,2.48467916,High (Stockout Imminent)
14,100042,25,3,10.0049043,2.498774527,High (Stockout Imminent)
7,100013,25,4,9.992637062,2.501842091,High (Stockout Imminent)
8,100006,21,3,8.39253416,2.502223953,High (Stockout Imminent)
8,100026,21,3,8.380140013,2.505924718,High (Stockout Imminent)
4,100053,25,5,9.974612085,2.506363133,High (Stockout Imminent)
4,100097,25,4,9.970264067,2.507456155,High (Stockout Imminent)
18,100052,26,4,10.36485183,2.508477731,High (Stockout Imminent)
18,100040,26,4,10.33650079,2.515358005,High (Stockout Imminent)
9,100111,27,3,10.71534931,2.519749867,High (Stockout Imminent)
18,100036,26,5,10.29493036,2.525514898,High (Stockout Imminent)
12,100104,25,3,9.889338936,2.527974839,High (Stockout Imminent)
7,100017,26,3,10.26962117,2.531738959,High (Stockout Imminent)
16,100071,22,5,8.678093218,2.535119115,High (Stockout Imminent)
18,100069,26,5,10.24010311,2.539036933,High (Stockout Imminent)
2,100113,23,4,9.051782564,2.54093598,High (Stockout Imminent)
8,100098,21,4,8.263061294,2.541430985,High (Stockout Imminent)
14,100032,25,3,9.825124179,2.544497102,High (Stockout Imminent)
3,100084,26,3,10.20995308,2.546534719,High (Stockout Imminent)
15,100101,24,3,9.422831083,2.547005225,High (Stockout Imminent)
15,100086,24,5,9.4033895,2.552271178,High (Stockout Imminent)
11,100084,23,3,8.99697267,2.556415457,High (Stockout Imminent)
15,100003,24,5,9.384911786,2.55729628,High (Stockout Imminent)
8,100109,21,5,8.208428231,2.558346057,High (Stockout Imminent)
3,100041,26,5,10.14657686,2.562440551,High (Stockout Imminent)
4,100072,26,4,10.104587,2.573088835,High (Stockout Imminent)
17,100087,27,3,10.47569405,2.57739486,High (Stockout Imminent)
19,100024,27,5,10.46430125,2.580200947,High (Stockout Imminent)
1,100046,31,4,11.95527948,2.592996681,High (Stockout Imminent)
1,100101,31,3,11.91642516,2.601451323,High (Stockout Imminent)
6,100087,27,5,10.37296222,2.602920884,High (Stockout Imminent)
12,100024,26,5,9.987746748,2.603189754,High (Stockout Imminent)
13,100037,26,4,9.987381544,2.603284944,High (Stockout Imminent)
8,100010,22,4,8.4413663,2.606213167,High (Stockout Imminent)
8,100025,22,4,8.435667463,2.607973832,High (Stockout Imminent)
12,100101,26,3,9.964159131,2.609352145,High (Stockout Imminent)
16,100033,23,3,8.811406205,2.610253059,High (Stockout Imminent)
9,100036,28,4,10.71593694,2.612930643,High (Stockout Imminent)
5,100058,23,4,8.779911927,2.619616255,High (Stockout Imminent)
12,100053,26,3,9.906485946,2.624543167,High (Stockout Imminent)
18,100089,27,3,10.28206253,2.62593229,High (Stockout Imminent)
17,100070,27,3,10.25563905,2.63269796,High (Stockout Imminent)
5,100083,23,4,8.724994242,2.636104892,High (Stockout Imminent)
17,100066,27,5,10.2354967,2.637878823,High (Stockout Imminent)
15,100078,25,4,9.464977165,2.641316462,High (Stockout Imminent)
8,100113,22,3,8.323140339,2.643233095,High (Stockout Imminent)
17,100056,27,4,10.2111655,2.64416437,High (Stockout Imminent)
10,100002,29,3,10.96473072,2.644843795,High (Stockout Imminent)
11,100016,24,3,9.067681418,2.646762595,High (Stockout Imminent)
14,100009,26,4,9.821174176,2.647341299,High (Stockout Imminent)
7,100019,27,4,10.18790617,2.650201087,High (Stockout Imminent)
20,100019,23,3,8.665068908,2.654335498,High (Stockout Imminent)
19,100043,28,4,10.5474081,2.654680631,High (Stockout Imminent)
7,100085,27,3,10.16036993,2.657383559,High (Stockout Imminent)
12,100062,27,3,10.15879102,2.657796576,High (Stockout Imminent)
19,100065,28,3,10.53288493,2.658341013,High (Stockout Imminent)
7,100007,27,4,10.15399538,2.659051832,High (Stockout Imminent)
10,100032,29,3,10.89659671,2.661381419,High (Stockout Imminent)
6,100004,27,3,10.14369118,2.661752957,High (Stockout Imminent)
15,100001,25,5,9.390257572,2.662333787,High (Stockout Imminent)
2,100076,24,3,9.014527778,2.662369077,High (Stockout Imminent)
3,100055,27,4,10.10806397,2.671134658,High (Stockout Imminent)
9,100027,29,4,10.84666408,2.673633089,High (Stockout Imminent)
3,100060,28,4,10.47043688,2.674195959,High (Stockout Imminent)
12,100052,27,3,10.08925472,2.676114416,High (Stockout Imminent)
6,100089,27,4,10.08484972,2.677283326,High (Stockout Imminent)
19,100021,28,4,10.45593493,2.677904958,High (Stockout Imminent)
10,100111,29,4,10.79922808,2.68537712,High (Stockout Imminent)
18,100030,29,5,10.79806875,2.685665435,High (Stockout Imminent)
14,100088,27,5,10.05178564,2.686089911,High (Stockout Imminent)
18,100100,28,5,10.42307408,2.686347596,High (Stockout Imminent)
9,100083,29,3,10.77415745,2.691625785,High (Stockout Imminent)
1,100031,32,4,11.86507399,2.696991189,High (Stockout Imminent)
20,100105,24,3,8.894435077,2.698316396,High (Stockout Imminent)
7,100062,28,3,10.36372574,2.701731087,High (Stockout Imminent)
10,100013,29,5,10.72888777,2.702982883,High (Stockout Imminent)
6,100090,27,5,9.987314957,2.703429312,High (Stockout Imminent)
1,100094,32,4,11.82207065,2.706801622,High (Stockout Imminent)
3,100057,28,5,10.31803725,2.713694409,High (Stockout Imminent)
19,100047,28,4,10.31402478,2.714750119,High (Stockout Imminent)
18,100044,28,5,10.25913588,2.7292747,High (Stockout Imminent)
18,100046,28,5,10.25828105,2.729502133,High (Stockout Imminent)
2,100070,25,3,9.140247149,2.7351558,High (Stockout Imminent)
13,100002,28,4,10.21527008,2.740994588,High (Stockout Imminent)
2,100075,25,4,9.092053533,2.74965385,High (Stockout Imminent)
19,100072,29,3,10.53633978,2.752378968,High (Stockout Imminent)
6,100040,28,3,10.140896,2.761097244,High (Stockout Imminent)
7,100106,28,3,10.13067581,2.763882738,High (Stockout Imminent)
3,100005,28,3,10.13020259,2.764011849,High (Stockout Imminent)
19,100007,29,5,10.48044752,2.767057412,High (Stockout Imminent)
14,100001,27,5,9.740615822,2.771898666,High (Stockout Imminent)
19,100092,29,4,10.44732945,2.775828994,High (Stockout Imminent)
17,100038,29,3,10.44244354,2.777127776,High (Stockout Imminent)
19,100079,29,3,10.41886745,2.783411934,High (Stockout Imminent)
15,100048,26,3,9.334610943,2.78533301,High (Stockout Imminent)
16,100002,24,3,8.611242754,2.787054167,High (Stockout Imminent)
7,100093,28,3,10.02349267,2.793437469,High (Stockout Imminent)
7,100016,28,4,10.01749611,2.795109646,High (Stockout Imminent)
13,100050,28,5,10.00890408,2.797509075,High (Stockout Imminent)
19,100088,30,5,10.71524089,2.799750403,High (Stockout Imminent)
1,100003,34,5,12.12502344,2.804118291,High (Stockout Imminent)
16,100040,24,3,8.556701211,2.804819218,High (Stockout Imminent)
17,100098,29,3,10.31945134,2.810226924,High (Stockout Imminent)
1,100063,34,5,12.05731878,2.81986407,High (Stockout Imminent)
20,100029,24,4,8.501907967,2.822895766,High (Stockout Imminent)
19,100002,30,4,10.60894106,2.827803439,High (Stockout Imminent)
14,100006,28,3,9.890482529,2.831004445,High (Stockout Imminent)
12,100076,28,5,9.886095591,2.832260698,High (Stockout Imminent)
2,100039,26,3,9.175028343,2.833778712,High (Stockout Imminent)
5,100028,25,3,8.786086735,2.845407831,High (Stockout Imminent)
6,100065,29,4,10.18047255,2.848590756,High (Stockout Imminent)
2,100084,26,3,9.123162552,2.849888934,High (Stockout Imminent)
7,100041,29,4,10.16087972,2.854083584,High (Stockout Imminent)
17,100093,29,5,10.14659828,2.858100735,High (Stockout Imminent)
8,100021,24,5,8.39480717,2.858910218,High (Stockout Imminent)
14,100055,28,4,9.782841884,2.862153997,High (Stockout Imminent)
10,100074,31,3,10.83068613,2.862237869,High (Stockout Imminent)
2,100031,26,4,9.080329401,2.863332248,High (Stockout Imminent)
2,100067,26,5,9.079740542,2.863517947,High (Stockout Imminent)
19,100089,30,5,10.47056962,2.865173633,High (Stockout Imminent)
11,100118,26,5,9.061467252,2.869292497,High (Stockout Imminent)
2,100041,26,3,9.061147401,2.869393781,High (Stockout Imminent)
1,100103,35,3,12.19550382,2.869910135,High (Stockout Imminent)
19,100036,30,3,10.43872568,2.873914013,High (Stockout Imminent)
3,100036,29,4,10.08755249,2.874830147,High (Stockout Imminent)
2,100055,26,3,9.040943036,2.875806196,High (Stockout Imminent)
2,100066,26,3,9.035277977,2.877609307,High (Stockout Imminent)
8,100000,24,5,8.33918297,2.877979784,High (Stockout Imminent)
4,100100,29,4,10.06017771,2.882652856,High (Stockout Imminent)
7,100063,29,4,10.05661742,2.883673386,High (Stockout Imminent)
14,100059,29,5,10.05158538,2.885117014,High (Stockout Imminent)
11,100096,26,4,9.010801247,2.885425978,High (Stockout Imminent)
4,100030,30,4,10.3832847,2.88925912,High (Stockout Imminent)
12,100002,29,4,10.02982332,2.891376953,High (Stockout Imminent)
12,100108,29,4,9.979525243,2.905949862,High (Stockout Imminent)
5,100027,26,5,8.936483935,2.909421668,High (Stockout Imminent)
7,100037,29,5,9.961464254,2.911218598,High (Stockout Imminent)
12,100096,29,3,9.959074203,2.911917253,High (Stockout Imminent)
7,100027,30,4,10.26695403,2.921996134,High (Stockout Imminent)
12,100033,30,5,10.26614062,2.922227653,High (Stockout Imminent)
18,100102,30,4,10.26054731,2.923820638,High (Stockout Imminent)
6,100020,30,5,10.24485816,2.928298228,High (Stockout Imminent)
6,100112,30,4,10.23437017,2.931299094,High (Stockout Imminent)
4,100088,30,3,10.22242231,2.934725165,High (Stockout Imminent)
17,100075,30,4,10.21629206,2.936486137,High (Stockout Imminent)
14,100070,29,4,9.871157543,2.937852007,High (Stockout Imminent)
15,100098,28,3,9.523066563,2.94022937,High (Stockout Imminent)
7,100072,30,3,10.19894574,2.941480497,High (Stockout Imminent)
19,100091,31,4,10.51422455,2.948386716,High (Stockout Imminent)
7,100074,30,3,10.16835304,2.950330292,High (Stockout Imminent)
13,100032,30,3,10.15783948,2.953383942,High (Stockout Imminent)
5,100039,26,4,8.788346518,2.958463227,High (Stockout Imminent)
1,100084,36,3,12.16354161,2.959664312,High (Stockout Imminent)
12,100026,29,3,9.795951185,2.960406749,High (Stockout Imminent)
2,100033,28,3,9.448471445,2.963442305,High (Stockout Imminent)
5,100075,26,5,8.769541731,2.964807147,High (Stockout Imminent)
5,100009,26,5,8.760547805,2.967850936,High (Stockout Imminent)
15,100047,28,5,9.422806171,2.971513952,High (Stockout Imminent)
5,100115,26,5,8.743447595,2.973655382,High (Stockout Imminent)
15,100083,28,3,9.388452134,2.982387256,High (Stockout Imminent)
12,100100,30,5,10.04776442,2.985738791,High (Stockout Imminent)
4,100024,30,3,10.04459008,2.986682359,High (Stockout Imminent)
14,100115,29,5,9.707029635,2.987525648,High (Stockout Imminent)
4,100015,30,4,10.03115157,2.990683551,High (Stockout Imminent)
12,100014,30,3,10.00706813,2.99788106,High (Stockout Imminent)
7,100038,31,5,10.33464852,2.999618221,High (Stockout Imminent)
4,100047,30,5,9.982819846,3.005162916,High (Stockout Imminent)
16,100118,26,5,8.643009572,3.008211409,High (Stockout Imminent)
9,100097,32,5,10.62961949,3.010455833,High (Stockout Imminent)
9,100035,33,5,10.94100965,3.016175021,High (Stockout Imminent)
8,100119,25,4,8.269064265,3.02331669,High (Stockout Imminent)
13,100100,31,5,10.25222927,3.023732612,High (Stockout Imminent)
